Unit	Greek (full — Bekker text)	Arabic (full — Tkatsch)	Gk:Ar	Align.	Rendering	Concern / note
24.16	Διὸ οὐδεὶς μακρὰν σύστασιν ἐν ἄλλῳ πεποίηκεν ἢ τῷ ἡρῴῳ, ἀλλ᾿ ὥσπερ εἴπομεν, αὐτὴ ἡ φύσις διδάσκει τὸ ἁρμόττον αὐτῇ διαιρεῖσθαι.	‏من قبل ليس يوجد انسان صنع قوام طويل فى وزن اخر غير الوزن الذى فى النشيد لكن كما قلنا ** ان الطبيعة تفيدنا ما هو موافق له فى هذه التى هى بالاختيار	1:1	High	Moderate	nature teaches the fitting metre
24.17	Ὅμηρος δὲ ἄλλα τε πολλὰ ἄξιος ἐπαινεῖσθαι, καὶ δὴ καὶ ὅτι μόνος τῶν ποιητῶν οὐκ ἀγνοεῖ ὃ δεῖ ποιεῖν αὐτόν.	‏واما اوميروس فهو مستحق للمديح والتفريط فى اشيا اخر تفريطا كثيرا اذ كان هو وحده فقط من بين جميع الشعرا ليس يذهب عليه ما ينبغى ان يفعل	1:1	High	Moderate	Homer alone knows what the poet should do; epaineisthai=al-madīḥ
24.18	Αὐτὸν γὰρ δεῖ τὸν ποιητὴν ἐλάχιστα λέγειν· οὐ γάρ ἐστι κατὰ ταῦτα μιμητής.	‏وقد ينبغى للشاعر ان يكون ما يتكلم به يسيرا قليلا وذلك انه ليس هو فى مشبه محاكى	1:1	High	Moderate	poet should speak least in his own person
24.19	Οἱ μὲν οὖν ἄλλοι αὐτοὶ μὲν δι᾿ ὅλου ἀγωνίζονται, μιμοῦνται δὲ ὀλίγα καὶ ὀλιγάκις· ὁ δὲ ὀλίγα φροιμιασάμενος εὐθὺς εἰσάγει ἄνδρα ἢ γυναῖκα ἢ ἄλλο τι ἦθος, καὶ οὐδὲν ἄηθες, ἀλλ᾿ ἔχοντα ἤθη.	‏فاما الشعرا الاخر فمنهم من يجاهده جدا ويكون به تشبيه وحكاية فى اشيا ٮسٮٮه واما ذلك فمن حيث انما عمل صدرا يسيرا فهو *** على الحال رجل او امراة او عادة فى حكايته من ساعته من حيث لا ياتى ***لك بشى لم يعتاد لكن ما قد اعتيد	1:1	High	Moderate	others; Homer brings on a character at once
24.20	Δεῖ μὲν οὖν ἐν ταῖς τραγῳδίαις ποιεῖν τὸ θαυμαστόν, μᾶλλον δ᾿ ἐνδέχεται ἐν τῇ ἐποποιίᾳ τὸ ἄλογον.	‏وقد يجب ان يعمل فى المديحات ما هو عجيب وهذا ***ں خاصة فى صنعة افى وهى الى الا العجيب	1:1	High	Moderate	thaumaston in tragedy; alogon more possible in epic
24.21	Διὸ συμβαίνει μάλιστα τὸ θαυμαστόν, διὰ τὸ μὴ ὁρᾶν εἰς τὸν πράττοντα, ἐπεὶ τὰ περὶ τὴν Ἕκτορος δίωξιν ἐπὶ σκηνῆς ὄντα γελοῖα ἂν φανείη, οἱ μὲν ἑστῶτες καὶ οὐ διώκοντες, ὁ δὲ ἀνανεύων· ἐν δὲ τοῖς ἔπεσι λανθάνει.	‏فيها يعرض فى تسقيمها من قبل انه لا ينظر نحو العالم ومن بعد هذه يوتا بها نحو هزىمة قطور كما يوتا فى المسكن الاستهزايات والمضحكات من حيث يرى اما بعضها وهو قايم وقف ولا يطلب ويتبع الموتى واما ذاك فمن حيث يخطر واما فى افى فقد يخفى ولا يشعر به	1:1	High	Moderate	pursuit of Hector=hazīmat Qaṭūr; skēnē=al-maskan; epesi=afī
24.22	Τὸ δὲ θαυμαστὸν ἡδύ· σημεῖον δέ, πάντες γὰρ προστιθέντες ἀπαγγέλλουσιν ὡς χαριζόμενοι.	‏واما الامر العجيب فهو من هوا او مٮى او امر	1:1	Low	Severe	the marvelous is pleasant — garbled; Arabic breaks off here
24.23	Δεδίδαχε δὲ μάλιστα Ὅμηρος καὶ τοὺς ἄλλους ψευδῆ λέγειν ὡς δεῖ.	—	0:1	—	—	LACUNA: the Arabic breaks off after 24.22. 24.23–25.18 are ABSENT in this witness (the paralogismos discussion, the Niptra example, 'prefer probable impossibilities to improbable possibilities', the Oedipus/Laius alogon, and the opening of ch.25 on problēmata/lyseis)
24.24	Ἔστι δὲ τοῦτο παραλογισμός.	—	0:1	—	—	(lacuna — see 24.23)
24.25	Οἴονται γὰρ ἄνθρωποι, ὅταν τουδὶ ὄντος τοδὶ ᾖ ἢ γινομένου γίνηται, εἰ τὸ ὕστερόν ἐστι, καὶ τὸ πρότερον εἶναι ἢ γίνεσθαι· τοῦτο δ᾿ ἐστὶ ψεῦδος.	—	0:1	—	—	(lacuna)
24.26	Διὸ δή, ἂν τὸ πρῶτον ψεῦδος, ἄλλου δὲ τούτου ὄντος, ἀνάγκη εἶναι ἢ γενέσθαι ἢ προσθεῖναι· διὰ γὰρ τὸ τοῦτο εἰδέναι ἀληθὲς ὄν, παραλογίζεται ἡμῶν ἡ ψυχὴ καὶ τὸ πρῶτον ὡς ὄν.	—	0:1	—	—	(lacuna)
24.27	Παράδειγμα δὲ τούτου ἐκ τῶν Νίπτρων.	—	0:1	—	—	(lacuna)
24.28	Προαιρεῖσθαί τε δεῖ ἀδύνατα εἰκότα μᾶλλον ἢ δυνατὰ ἀπίθανα· τούς τε λόγους μὴ συνίστασθαι ἐκ μερῶν ἀλόγων, ἀλλὰ μάλιστα μὲν μηδὲν ἔχειν ἄλογον, εἰ δὲ μή, ἔξω τοῦ μυθεύματος, ὥσπερ Οἰδίπους τὸ μὴ εἰδέναι πῶς ὁ Λάϊος ἀπέθανεν, ἀλλὰ μὴ ἐν τῷ δράματι, ὥσπερ ἐν Ἠλέκτρᾳ οἱ τὰ Πύθια ἀπαγγέλλοντες, ἢ ἐν Μυσοῖς ὁ ἄφωνος ἐκ Τεγέας εἰς τὴν Μυσίαν ἥκων.	—	0:1	—	—	(lacuna)
24.29	Ὥστε τὸ λέγειν ὅτι ἀνῄρητο ἂν ὁ μῦθος γελοῖον· ἐξ ἀρχῆς γὰρ οὐ δεῖ συνίστασθαι τοιούτους· ἂν δὲ θῇ, καὶ φαίνηται εὐλογώτερον, ἀποδέχεσθαι καὶ ἄτοπον, ἐπεὶ καὶ τὰ ἐν Ὀδυσσείᾳ ἄλογα τὰ περὶ τὴν ἔκθεσιν, ὡς οὐκ ἂν ἦν ἀνεκτά, δῆλον ἂν γένοιτο, εἰ αὐτὰ φαῦλος ποιητὴς ποιήσειεν· νῦν δὲ τοῖς ἄλλοις ἀγαθοῖς ὁ ποιητὴς ἀφανίζει ἡδύνων τὸ ἄτοπον.	—	0:1	—	—	(lacuna)
24.30	Τῇ δὲ λέξει δεῖ διαπονεῖν ἐν τοῖς ἀργοῖς μέρεσι καὶ μήτε ἠθικοῖς μήτε διανοητικοῖς· ἀποκρύπτει γὰρ πάλιν ἡ λίαν λαμπρὰ λέξις τά τε ἤθη καὶ τὰς διανοίας.	—	0:1	—	—	(lacuna)
— CHAPTER 25  (Greek 44 · Arabic 25 units) —						
25.1	Περὶ δὲ προβλημάτων καὶ λύσεων, ἐκ πόσων τε καὶ ποίων ἂν εἰδῶν εἴη, ὧδ᾿ ἂν θεωροῦσι γένοιτ᾿ ἂν φανερόν.	—	0:1	—	—	LACUNA (continues from 24.23): 25.1–25.18 ABSENT — the framing of problems & solutions, the painter analogy, the two kinds of poetic error, the Hector-pursuit example, the hind's-horns, the Sophocles/Euripides remark, Xenophanes, the spear-butts, etc.
25.2	Ἐπεὶ γάρ ἐστι μιμητὴς ὁ ποιητής, ὥσπερ ἂν εἰ ζωγράφος ἤ τις ἄλλος εἰκονοποιός, ἀνάγκη μιμεῖσθαι τριῶν ὄντων τὸν ἀριθμὸν ἕν τι ἀεί· ἢ γὰρ οἷα ἦν ἢ ἔστιν, ἢ οἷα φασὶ καὶ δοκεῖ, ἢ οἷα εἶναι δεῖ.	—	0:1	—	—	(lacuna)
25.3	Ταῦτα δ᾿ ἐξαγγέλλεται λέξει ἢ καὶ γλώτταις καὶ μεταφοραῖς.	—	0:1	—	—	(lacuna)
25.4	Καὶ πολλὰ πάθη τῆς λέξεώς ἐστιν· δίδομεν γὰρ ταῦτα τοῖς ποιηταῖς.	—	0:1	—	—	(lacuna)
25.5	Πρὸς δὲ τούτοις οὐχ ἡ αὐτὴ ὀρθότης ἐστὶ τῆς πολιτικῆς καὶ τῆς ποιητικῆς, οὐδὲ ἄλλης τέχνης καὶ ποιητικῆς.	—	0:1	—	—	(lacuna)
25.6	Αὐτῆς δὲ τῆς ποιητικῆς διττὴ ἢ ἁμαρτία· ἡ μὲν γὰρ καθ᾿ αὑτήν, ἡ δὲ κατὰ συμβεβηκός.	—	0:1	—	—	(lacuna)
25.7	Εἰ μὲν γὰρ προείλετο μιμήσασθαι ἀδυναμίαν, αὐτῆς ἡ ἁμαρτία· εἰ δὲ τὸ προελέσθαι μὴ ὀρθῶς, ἀλλὰ τὸν ἵππον ἄμφω τὰ δεξιὰ προβεβληκότα ἢ τὸ καθ᾿ ἑκάστην τέχνην ἁμάρτημα, οἷον τὸ κατ᾿ ἰατρικὴν ἢ ἄλλην τέχνην, ἣ ἀδύνατα πεποίηται, ὁποιανοῦν, οὐ καθ᾿ ἑαυτήν.	—	0:1	—	—	(lacuna)
25.8	Ὥστε δεῖ τὰ ἐπιτιμήματα ἐν τοῖς προβλήμασιν ἐκ τούτων ἐπισκοποῦντα λύειν.	—	0:1	—	—	(lacuna)
25.9	Πρῶτον μέν, ἂν τὰ πρὸς αὐτὴν τὴν τέχνην ἀδύνατα πεποίηται, ἡμάρτηται.	—	0:1	—	—	(lacuna)
25.10	Ἀλλ᾿ ὀρθῶς ἔχει, εἰ τυγχάνει τοῦ τέλους τοῦ αὑτῆς· τὸ γὰρ τέλος εἴρηται, εἰ οὕτως ἐκπληκτικώτερον ἢ αὐτὸ ἢ ἄλλο ποιεῖ μέρος.	—	0:1	—	—	(lacuna)
25.11	Παράδειγμα ἡ τοῦ Ἕκτορος δίωξις.	—	0:1	—	—	(lacuna)
25.12	Εἰ μέντοι τὸ τέλος ἢ μᾶλλον ἢ ἧττον ἐνεδέχετο ὑπάρχειν καὶ κατὰ τὴν περὶ τούτων τέχνην, ἡμάρτηται οὐκ ὀρθῶς· δεῖ γάρ, εἰ ἐνδέχεται, ὅλως μηδαμῇ ἡμαρτῆσθαι.	—	0:1	—	—	(lacuna)
25.13	Ἔτι ποτέρων ἐστὶ τὸ ἁμάρτημα, τῶν κατὰ τὴν τέχνην ἢ κατ᾿ ἄλλο συμβεβηκός;	—	0:1	—	—	(lacuna)
25.14	Ἔλαττον γάρ, εἰ μὴ ᾔδει ὅτι ἔλαφος θήλεια κέρατα οὐκ ἔχει, ἢ εἰ κακομιμήτως ἔγραψεν.	—	0:1	—	—	(lacuna)
25.15	Πρὸς δὲ τούτοις ἐὰν ἐπιτιμᾶται ὅτι οὐκ ἀληθῆ, ἀλλ᾿ οἷα δεῖ, οἷον καὶ Σοφοκλῆς ἔφη αὐτὸς μὲν οἵους δεῖ ποιεῖν, Εὐριπίδην δὲ οἷοι εἰσί, ταύτῃ λυτέον.	—	0:1	—	—	(lacuna)
25.16	Εἰ δὲ μηδετέρως, ὅτι οὕτω φασίν, οἷον τὰ περὶ θεῶν.	—	0:1	—	—	(lacuna)
25.17	Ἴσως γὰρ οὔτε βέλτιον οὕτω λέγειν οὔτ᾿ ἀληθῆ, ἀλλ᾿ ἔτυχεν ὥσπερ Ξενοφάνης· ἀλλ᾿ οὔ φασι τάδε.	—	0:1	—	—	(lacuna)
25.18	Ἴσως δὲ οὐ βέλτιον μέν, ἀλλ᾿ οὕτως εἶχεν, οἷον τὰ περὶ τῶν ὅπλων, ἔγχεα δέ σφιν ὄρθ᾿ ἐπὶ σαυρωτῆρος· οὕτω γὰρ τότ᾿ ἐνόμιζον, ὥσπερ καὶ νῦν Ἰλλυριοί.	—	0:1	—	—	(lacuna)
25.19	Περὶ δὲ τοῦ καλῶς ἢ μὴ καλῶς ἢ εἴρηταί τινι ἢ πέπρακται, οὐ μόνον σκεπτέον εἰς αὐτὸ τὸ πεπραγμένον ἢ εἰρημένον βλέποντα, εἰ σπουδαῖον ἢ φαῦλον, ἀλλὰ καὶ εἰς τὸν πράττοντα ἢ λέγοντα πρὸς ὃν ἢ ὅτε ἢ ὅτῳ ἢ οὗ ἕνεκεν, οἷον ἢ μείζονος ἀγαθοῦ, ἵνα γένηται, ἢ μείζονος κακοῦ, ἵνα ἀπογένηται.	‏بشى ما بمنزلة الخير انه فاصل حتى يكون الشى معنى الشر كالذى لم يكن	1:1	Low	Severe	only the TAIL of 25.19 survives (…for a greater good, or a greater evil); the witness resumes here
25.20	Τὰ δὲ πρὸς τὴν λέξιν ὁρῶντα δεῖ διαλύειν, οἷον γλώττῃ οὐρῆας μὲν πρῶτον· ἴσως γὰρ οὐ τοὺς ἡμιόνους λέγει ἀλλὰ τοὺς φύλακας.	‏واما الذى ٮرٮدوں نحو المقولة فقد ينبغى ان يحل بمنزلة الكٮاڡ ما بلاورياس اولا ولعل ان يكون ليس يعنى بذلك البغال لكن يعنى الحفظة من قبل ان اورياس فى لغة اليونانى يدل على البغال وعلى الحفظة	1:1	High	Moderate	ourēas: 'mules' vs 'guards' — Arabic even explains the Greek ambiguity
25.21	Καὶ τὸν Δόλωνα ὃς δή τοι εἶδος μὲν ἔην κακός, οὐ τὸ σῶμα ἀσύμμετρον, ἀλλὰ τὸ πρόσωπον αἰσχρόν· τὸ γὰρ εὐειδὲς οἱ Κρῆτες εὐπρόσωπον καλοῦσιν.	‏وايضا اذا ما قال انه قبيح المنظر ليس انما يعنى بذلك قبيح الوجه لكن عنا لا اعتدال البدن غير ان اهل قريطس يسمون الحسن المنظر للحسن الوجه	1:1	High	Moderate	Dolon's name dropped; Krētes=ahl Qarīṭs; euprosōpon
25.22	Καὶ τὸ ζωρότερον δὲ κέραιε οὐ τὸ ἄκρατον ὡς οἰνόφλυξιν, ἀλλὰ τὸ θᾶττον.	‏ويسمون السكران المتقبل الوجه	1:1	Low	Severe	zōroteron kéraie ('mix it stronger') — garbled
25.23	Τὸ δὲ κατὰ μεταφορὰν εἴρηται, οἷον Ἄλλοι μέν ῥα θεοί τε καὶ ἀνέρες— εὗδον παννύχιοι· ἅμα δέ φησιν ἤτοι ὅτ᾿ ἐς πεδίον τὸ Τρωϊκὸν ἀθρήσειεν, αὐλῶν συρίγγων θ᾿ ὁμαδόν.	‏واما الاسما التى ضربت من التادية وهى من التادية هى ايضا كما يقول اوميروس الرجال الاخر واللهة متسلحة على الخيل كانوا رقادين الليل كله وقال مع ذلك امن حيث كانوا اليونانيون مجتمعين فى صحراة طرواس واجتمع بينهم ٮٮات وشى وسوٮٮاٮ وصفرات الزمر	1:1	High	Moderate	'all gods and men slept'; Trōikon=ṣaḥrāʾ Ṭarwās; aulōn=ṣafarāt al-zamr
